GeneID,mapped_graphsage_row_count,graph_instance_count,unique_tissue_count,tissues,train_instance_count,valid_instance_count,test_instance_count,mean_instance_degree,median_instance_degree,max_instance_degree,min_instance_degree,total_instance_degree,feature_nonzero_counts,feature_nonzero_count_consistent,positive_label_count,all_zero_label_vector
9969,13,13,13,adrenal_cortex|adrenal_gland|blood|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,10,2,1,22.46153846153846,23.0,23,20,292,1,1,60,0
9971,3,3,3,gastrointestinal_tract|kidney|liver,2,1,0,22.666666666666668,22.0,24,22,68,0,1,85,0
9978,20,20,20,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,72.75,71.0,84,58,1455,1,1,24,0
9984,7,7,7,blood|bone|brain|heart|kidney|liver|lung,4,2,1,68.14285714285714,73.0,76,37,477,2,1,74,0
9990,19,19,19,adipose_tissue|adrenal_cortex|adrenal_gland|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,16,2,1,1.9473684210526316,2.0,3,1,37,0,1,16,0
9994,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,13.863636363636363,14.5,17,6,305,1,1,41,0
10002,1,1,1,eye,1,0,0,17.0,17.0,17,17,17,0,1,0,1
10006,17,17,17,adrenal_cortex|adrenal_gland|amygdala|basal_ganglion|blood|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,13,2,2,45.0,46.0,61,32,765,0,1,31,0
10010,22,22,22,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,41.0,41.5,51,21,902,0,1,35,0
10013,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,95.56521739130434,102.0,123,45,2198,1,1,96,0
10014,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,139.95833333333334,151.5,190,39,3359,1,1,80,0
10017,10,10,10,adrenal_gland|blood|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,7,2,1,11.4,11.5,13,9,114,0,1,14,0
10018,6,6,6,blood|brain|heart|kidney|liver|lung,3,2,1,29.166666666666668,29.5,30,28,175,0,1,17,0
10025,13,13,13,adrenal_cortex|adrenal_gland|blood|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,10,2,1,26.46153846153846,27.0,28,22,344,1,1,54,0
10036,4,4,4,bone|colon|gastrointestinal_tract|large_intestine,4,0,0,49.5,54.0,55,35,198,1,1,20,0
10038,4,4,4,colon|gastrointestinal_tract|large_intestine|lung,3,0,1,13.75,14.0,14,13,55,1,1,14,0
10049,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,21.82608695652174,22.0,30,4,502,0,1,43,0
10051,20,20,20,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,28.8,29.0,37,14,576,0,1,18,0
10054,10,10,10,amygdala|basal_ganglion|blood|brain|forebrain|gastrointestinal_tract|heart|kidney|lung|midbrain,6,2,2,27.8,28.0,32,25,278,0,1,24,0
10055,10,10,10,amygdala|basal_ganglion|blood|brain|forebrain|gastrointestinal_tract|heart|kidney|lung|midbrain,6,2,2,21.6,22.0,25,18,216,2,1,36,0
10058,16,16,16,amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,6.1875,6.0,8,5,99,1,1,39,0
10059,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,26.1875,26.0,30,24,419,0,1,44,0
10060,7,7,7,aorta|artery|brain|eye|gastrointestinal_tract|heart|kidney,5,2,0,1.2857142857142858,1.0,2,1,9,0,1,17,0
10062,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,20.666666666666668,23.0,26,2,496,0,1,76,0
10068,6,6,6,blood|brain|heart|kidney|liver|lung,3,2,1,2.6666666666666665,3.0,3,2,16,1,1,13,0
10075,21,21,21,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,155.28571428571428,158.0,190,79,3261,1,1,62,0
10076,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,6.260869565217392,6.0,7,4,144,3,1,25,0
10083,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,5.608695652173913,6.0,8,3,129,0,1,20,0
10087,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,9.625,10.0,11,8,154,0,1,21,0
10096,15,15,15,adrenal_gland|amygdala|basal_ganglion|blood|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,11,2,2,27.266666666666666,28.0,32,20,409,1,1,32,0
10105,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,13.0,13.0,14,11,208,0,1,35,0
10106,14,14,14,amygdala|basal_ganglion|blood|blood_plasma|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,10,2,2,6.142857142857143,6.0,8,4,86,1,1,15,0
10107,5,5,5,colon|gastrointestinal_tract|kidney|large_intestine|liver,4,1,0,12.6,12.0,14,12,63,1,1,4,0
10110,3,3,3,brain|kidney|liver,2,1,0,15.0,15.0,15,15,45,1,1,1,0
10111,20,20,20,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,47.6,47.0,58,26,952,0,1,64,0
10114,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,19.434782608695652,21.0,25,9,447,0,1,48,0
10116,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,8.863636363636363,9.0,11,4,195,0,1,34,0
10131,19,19,19,adipose_tissue|adrenal_cortex|adrenal_gland|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,16,2,1,36.8421052631579,42.0,47,17,700,3,1,51,0
10133,6,6,6,blood|blood_plasma|brain|eye|heart|kidney,4,2,0,39.666666666666664,40.0,42,36,238,0,1,43,0
10135,6,6,6,blood|blood_plasma|gastrointestinal_tract|kidney|liver|lung,4,1,1,13.0,13.0,15,10,78,0,1,46,0
10150,15,15,15,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,12,2,1,4.533333333333333,5.0,6,3,68,5,1,19,0
10152,21,21,21,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,43.19047619047619,43.0,57,23,907,0,1,34,0
10155,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,108.18181818181819,114.5,129,55,2380,2,1,91,0
10156,20,20,20,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,1.85,2.0,3,1,37,1,1,14,0
10159,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,25.625,27.0,32,8,615,1,1,0,1
10163,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,18.208333333333332,18.5,24,11,437,2,1,25,0
10165,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,34.68181818181818,36.5,45,17,763,0,1,32,0
10170,6,6,6,brain|colon|gastrointestinal_tract|heart|large_intestine|lung,4,1,1,4.0,4.0,4,4,24,0,1,21,0
10174,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,32.708333333333336,33.0,43,14,785,1,1,8,0
10181,15,15,15,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,12,2,1,13.6,14.0,15,12,204,1,1,37,0
10188,19,19,19,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,37.63157894736842,37.0,47,27,715,0,1,42,0
10189,7,7,7,blood|bone|brain|heart|kidney|liver|lung,4,2,1,92.71428571428571,101.0,103,53,649,1,1,79,0
10193,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,20.869565217391305,22.0,26,10,480,1,1,38,0
10194,6,6,6,basal_ganglion|blood|brain|forebrain|gastrointestinal_tract|kidney,5,1,0,1.0,1.0,1,1,6,0,1,0,1
10196,11,11,11,blood|blood_plasma|blood_platelet|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,8,2,1,19.272727272727273,20.0,23,12,212,1,1,19,0
10197,13,13,13,amygdala|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,9,2,2,56.61538461538461,57.0,66,46,736,0,1,33,0
10201,20,20,20,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,1.0,1.0,1,1,20,1,1,18,0
10202,9,9,9,blood|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,6,2,1,36.77777777777778,36.0,41,35,331,1,1,37,0
10203,6,6,6,artery|colon|gastrointestinal_tract|heart|large_intestine|lung,4,1,1,1.8333333333333333,2.0,2,1,11,1,1,53,0
10206,22,22,22,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,11.772727272727273,12.0,13,8,259,0,1,67,0
10210,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,28.608695652173914,32.0,37,13,658,0,1,69,0
10212,16,16,16,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|bone|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,13,2,1,28.625,32.0,38,16,458,3,1,31,0
10213,13,13,13,amygdala|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,9,2,2,45.30769230769231,45.0,50,39,589,0,1,49,0
10221,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,7.958333333333333,8.0,11,2,191,2,1,70,0
10228,18,18,18,adipose_tissue|adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,14,2,2,21.5,22.0,27,12,387,1,1,28,0
10241,14,14,14,adipose_tissue|aorta|artery|blood|blood_plasma|brain|colon|eye|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,11,2,1,48.857142857142854,54.0,62,25,684,1,1,27,0
10252,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,12.708333333333334,13.0,17,6,305,1,1,33,0
10253,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,32.583333333333336,33.0,44,13,782,2,1,42,0
10269,3,3,3,blood|heart|kidney,1,2,0,9.0,9.0,10,8,27,0,1,9,0
10270,20,20,20,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,31.85,34.0,40,18,637,1,1,36,0
10272,23,23,23,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,2.9130434782608696,3.0,3,1,67,1,1,57,0
10273,22,22,22,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,123.63636363636364,123.5,153,80,2720,1,1,63,0
10277,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,29.956521739130434,30.0,37,17,689,1,1,21,0
10291,15,15,15,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,12,2,1,106.26666666666667,111.0,126,63,1594,0,1,26,0
10296,16,16,16,adipose_tissue|adrenal_gland|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,13,2,1,4.0,4.0,6,1,64,0,1,25,0
10297,6,6,6,blood|brain|colon|forebrain|gastrointestinal_tract|large_intestine,6,0,0,15.833333333333334,16.0,16,15,95,1,1,31,0
10299,19,19,19,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,7.526315789473684,7.0,10,5,143,0,1,24,0
10300,16,16,16,amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,8.625,9.5,10,6,138,0,1,27,0
10309,3,3,3,colon|gastrointestinal_tract|large_intestine,3,0,0,6.0,6.0,6,6,18,0,1,33,0
10319,7,7,7,adrenal_gland|brain|eye|gastrointestinal_tract|heart|liver|lung,5,1,1,5.857142857142857,6.0,7,5,41,0,1,0,1
10320,1,1,1,blood,1,0,0,39.0,39.0,39,39,39,0,1,47,0
10325,18,18,18,adrenal_gland|amygdala|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,15,2,1,8.444444444444445,8.5,12,4,152,1,1,36,0
10326,1,1,1,blood,1,0,0,4.0,4.0,4,4,4,0,1,8,0
10332,1,1,1,liver,1,0,0,4.0,4.0,4,4,4,1,1,10,0
10333,1,1,1,blood,1,0,0,3.0,3.0,3,3,3,0,1,53,0
10342,22,22,22,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,41.90909090909091,42.0,54,18,922,0,1,20,0
10344,4,4,4,gastrointestinal_tract|heart|kidney|liver,2,2,0,1.25,1.0,2,1,5,1,1,15,0
10346,4,4,4,blood|gastrointestinal_tract|kidney|lung,2,1,1,9.0,9.0,9,9,36,1,1,55,0
10347,14,14,14,adipose_tissue|adrenal_gland|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,11,2,1,1.2857142857142858,1.0,2,1,18,1,1,71,0
10365,2,2,2,heart|lung,0,1,1,8.5,8.5,9,8,17,1,1,37,0
10367,1,1,1,heart,0,1,0,2.0,2.0,2,2,2,0,1,30,0
10369,4,4,4,adrenal_gland|brain|gastrointestinal_tract|liver,4,0,0,10.75,10.0,14,9,43,3,1,15,0
10370,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,12.0,13.0,16,7,288,5,1,68,0
10371,1,1,1,brain,1,0,0,1.0,1.0,1,1,1,2,1,20,0
10379,23,23,23,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,10.73913043478261,11.0,14,7,247,1,1,9,0
10381,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,35.0,37.0,46,16,770,0,1,19,0
10385,6,6,6,brain|gastrointestinal_tract|heart|kidney|liver|lung,3,2,1,5.5,5.5,6,5,33,0,1,20,0
10392,3,3,3,blood|heart|kidney,1,2,0,17.666666666666668,17.0,19,17,53,0,1,59,0
10393,19,19,19,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,22.789473684210527,23.0,27,17,433,2,1,21,0
10395,9,9,9,amygdala|basal_ganglion|brain|forebrain|heart|kidney|liver|lung|midbrain,5,2,2,8.0,8.0,9,7,72,0,1,58,0
10397,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,41.31818181818182,44.0,54,17,909,1,1,36,0
10399,21,21,21,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,94.23809523809524,89.0,124,63,1979,0,1,80,0
10401,10,10,10,amygdala|basal_ganglion|blood|brain|forebrain|gastrointestinal_tract|heart|kidney|lung|midbrain,6,2,2,28.3,28.5,31,25,283,3,1,36,0
10409,5,5,5,blood|brain|heart|kidney|lung,2,2,1,20.4,20.0,21,20,102,1,1,58,0
10411,12,12,12,amygdala|basal_ganglion|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,8,2,2,6.0,6.0,6,6,72,1,1,42,0
10413,21,21,21,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,56.23809523809524,57.0,70,42,1181,1,1,26,0
10419,17,17,17,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,14,2,1,117.11764705882354,127.0,142,62,1991,1,1,60,0
10425,20,20,20,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,28.4,29.0,34,20,568,1,1,36,0
10432,18,18,18,adrenal_cortex|adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,14,2,2,50.77777777777778,55.5,68,24,914,3,1,61,0
10435,5,5,5,brain|heart|kidney|liver|lung,2,2,1,4.8,5.0,5,4,24,1,1,27,0
10437,19,19,19,adrenal_cortex|adrenal_gland|aorta|artery|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,16,2,1,7.315789473684211,8.0,10,2,139,2,1,14,0
10439,3,3,3,blood|blood_plasma|brain,3,0,0,3.3333333333333335,3.0,4,3,10,3,1,35,0
10444,19,19,19,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,5.473684210526316,5.0,8,4,104,0,1,20,0
10449,20,20,20,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,15.5,16.5,19,11,310,0,1,44,0
10451,6,6,6,blood|colon|gastrointestinal_tract|kidney|large_intestine|liver,5,1,0,15.833333333333334,15.5,17,15,95,1,1,29,0
10452,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,44.3125,45.5,48,39,709,2,1,29,0
10458,20,20,20,adipose_tissue|adrenal_gland|aorta|artery|astrocyte|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,17,2,1,38.15,40.5,44,14,763,1,1,29,0
10459,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,19.272727272727273,19.0,26,9,424,1,1,84,0
10460,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,21.782608695652176,24.0,28,9,501,0,1,0,1
10461,2,2,2,kidney|lung,0,1,1,10.0,10.0,10,10,20,1,1,21,0
10468,10,10,10,adrenal_gland|blood|bone|brain|eye|forebrain|gastrointestinal_tract|heart|kidney|liver,8,2,0,6.4,6.0,7,6,64,5,1,36,0
10472,21,21,21,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,6.0476190476190474,6.0,8,3,127,7,1,42,0
10474,9,9,9,blood|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,6,2,1,46.333333333333336,46.0,48,45,417,2,1,61,0
10475,4,4,4,gastrointestinal_tract|heart|kidney|liver,2,2,0,20.0,20.0,21,19,80,1,1,38,0
10476,16,16,16,amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,20.75,21.0,23,17,332,1,1,22,0
