sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
317	15|31|96|109	15|96	31|109	134|88|47|71|28|12|81|82|11|116|110|107|127|45|63|7|123|106|35|103	0.250599	0.666667	0.984937	0.961825	0.994022	0.993571
318	15|55|103|126	15|103	55|126	73|127|70|48|31|22|113|4|105|33|95|0|49|117|96|1|42|110|120|125	0.222969	0.666667	0.979347	0.948341	0.991278	0.988053
319	35|55|71|96	35|71	55|96	63|5|45|31|142|0|54|108|143|73|77|125|12|126|11|75|7|58|32|134	0.244151	0.666667	0.986982	0.965417	0.995006	0.992283
320	31|48|70|110	31|48	70|110	40|28|103|75|21|116|77|1|73|128|5|63|22|42|114|49|108|107|138|130	0.248762	0.615385	0.959971	0.9	0.984614	0.977905
321	35|48|96|125	35|96	48|125	47|127|116|55|132|77|42|73|0|3|138|11|12|53|4|128|108|95|88|15	0.223176	0.727273	0.985665	0.964728	0.994641	0.994065
322	15|35|48|71	15|35	48|71	42|21|58|119|54|4|136|0|130|88|105|11|117|121|3|96|79|45|81|28	0.301271	0.75	0.991129	0.974738	0.997027	0.996841
323	31|35|54|96	31|35	54|96	139|45|11|70|1|48|125|22|136|108|138|58|42|114|15|128|12|123|132|120	0.246354	0.75	0.975447	0.940011	0.990244	0.985657
324	15|31|125|126	15|31	125|126	0|79|116|75|82|143|71|110|121|81|123|96|138|12|22|103|83|132|70|33	0.245782	0.666667	0.98777	0.965837	0.995266	0.994097
325	31|47|103|125	31|103	47|125	49|114|119|22|83|123|7|58|113|63|79|0|136|12|40|71|45|35|116|1	0.233554	0.875	0.917583	0.826393	0.963678	0.961415
326	35|48|55|109	35|109	48|55	129|120|125|31|3|79|110|113|117|7|32|132|4|108|107|77|53|141|11|47	0.292412	0.75	0.986541	0.960472	0.994192	0.992074
327	96|103|109|110	96|109	103|110	127|40|117|58|104|81|132|35|7|120|114|134|1|42|48|123|128|106|12|4	0.233104	0.6	0.925857	0.856245	0.965823	0.958554
328	31|55|71|110	31|71	55|110	104|1|32|116|105|139|73|49|42|70|113|114|63|54|53|4|119|7|47|136	0.245063	0.571429	0.984354	0.95956	0.993172	0.990972
329	35|48|70|126	35|70	48|126	79|11|15|141|110|58|22|114|1|129|134|73|31|120|113|12|119|49|77|33	0.277317	0.75	0.969398	0.919888	0.987532	0.986121
330	15|35|70|126	15|126	35|70	21|134|22|45|107|33|0|82|105|113|49|116|125|4|47|28|121|141|139|12	0.273346	0.75	0.974517	0.934112	0.98895	0.987279
331	31|54|55|110	31|110	54|55	0|71|4|105|126|143|114|88|136|128|81|77|141|121|5|106|40|83|120|127	0.244872	0.6	0.954838	0.8891	0.981211	0.97816
332	31|35|47|125	31|47	35|125	139|11|107|73|58|63|3|45|7|88|81|95|105|5|55|114|132|40|32|71	0.209595	0.6	0.93136	0.844663	0.971082	0.950765
333	48|71|96|110	48|96	71|110	1|22|109|4|106|5|40|105|127|79|21|32|104|28|114|117|138|33|3|136	0.261142	0.727273	0.957914	0.893196	0.982395	0.980783
334	31|54|70|109	31|109	54|70	113|0|82|143|141|7|3|33|58|32|128|55|22|53|88|95|142|12|48|106	0.253955	0.666667	0.907866	0.863231	0.958397	0.954523
335	15|47|96|103	15|103	47|96	129|63|114|70|31|53|7|42|77|45|119|120|127|0|141|113|83|71|88|33	0.237589	0.8	0.967257	0.916644	0.986791	0.980624
336	15|47|54|110	15|110	47|54	21|49|5|104|109|4|142|3|7|71|138|125|33|45|121|123|81|77|73|96	0.245431	0.5	0.958235	0.896104	0.983364	0.978248
337	15|35|70|71	15|71	35|70	110|88|4|132|143|138|83|114|123|104|12|82|129|42|126|47|48|103|136|3	0.251085	0.666667	0.989247	0.971073	0.995694	0.995189
338	70|103|125|126	70|103	125|126	33|138|96|110|127|120|47|0|63|82|45|12|53|108|71|121|11|79|55|132	0.23984	0.666667	0.983491	0.95852	0.993167	0.991556
339	15|31|55|96	15|31	55|96	129|75|81|128|11|49|119|104|110|113|1|71|79|7|70|47|117|125|108|35	0.251315	0.666667	0.988935	0.97032	0.99533	0.995117
340	15|70|109|126	15|126	70|109	107|129|45|55|134|95|48|71|136|32|138|120|143|142|123|130|28|77|49|1	0.263171	0.666667	0.92109	0.846978	0.963605	0.954469
341	55|103|109|126	55|126	103|109	53|123|107|95|130|58|81|108|96|49|79|32|119|110|71|0|11|127|28|120	0.241971	0.666667	0.97025	0.922652	0.987711	0.984359
342	15|103|109|110	15|110	103|109	73|106|77|134|123|121|3|71|35|40|138|127|129|82|96|7|139|21|95|32	0.259705	0.666667	0.971013	0.922478	0.987984	0.987188
343	15|48|55|125	15|55	48|125	71|108|82|58|123|88|3|42|81|22|11|75|120|134|143|31|33|40|138|105	0.251958	0.666667	0.986762	0.966635	0.995637	0.99475
344	54|71|96|126	54|126	71|96	33|1|45|70|129|58|117|107|143|88|106|128|136|12|4|53|114|48|5|32	0.242712	0.666667	0.964503	0.911417	0.98549	0.981795
345	48|70|103|126	48|103	70|126	4|143|136|58|31|54|95|106|40|88|32|125|7|1|73|117|45|107|21|49	0.239413	0.666667	0.977333	0.937014	0.990473	0.985106
346	71|109|110|125	71|110	109|125	40|55|116|134|107|79|127|77|3|7|35|138|139|123|88|103|0|81|142|113	0.256733	0.666667	0.965259	0.903846	0.986211	0.983731
347	15|35|48|126	15|35	48|126	53|7|11|45|121|128|40|32|58|33|77|54|104|114|88|107|81|79|130|49	0.264463	0.75	0.980354	0.946402	0.992061	0.988151
348	35|47|96|110	35|96	47|110	119|105|48|121|103|15|139|123|130|12|53|73|116|5|107|83|3|4|54|11	0.24568	0.75	0.972217	0.928153	0.99016	0.984549
349	70|96|103|109	70|96	103|109	130|3|15|129|138|63|83|12|128|141|7|120|127|139|142|104|32|121|21|49	0.239372	0.666667	0.904962	0.833615	0.957734	0.949725
350	31|35|47|71	31|35	47|71	63|136|132|55|110|12|117|123|121|81|79|28|88|139|15|113|141|130|83|109	0.251918	0.75	0.963618	0.903946	0.985308	0.979818
351	47|48|55|103	47|48	55|103	5|70|82|114|128|35|104|138|58|0|107|130|88|119|54|113|142|77|83|81	0.234806	0.615385	0.972714	0.927673	0.989963	0.987091
352	55|110|125|126	55|126	110|125	95|63|134|71|82|119|141|12|128|143|108|138|47|107|7|31|33|53|35|40	0.24583	0.666667	0.979188	0.942506	0.990939	0.98668
353	55|71|96|126	55|126	71|96	53|103|28|47|75|54|113|116|15|130|31|141|138|11|121|108|88|12|70|129	0.265524	0.666667	0.987011	0.964059	0.994624	0.992262
354	48|54|71|103	48|103	54|71	142|117|82|136|40|107|88|4|116|129|63|106|95|35|120|58|7|134|139|127	0.275158	0.727273	0.94869	0.877342	0.979059	0.972111
355	31|35|109|126	31|109	35|126	49|141|106|63|108|54|142|77|45|71|79|70|96|110|95|73|1|33|3|113	0.247277	0.666667	0.984337	0.956964	0.992986	0.990808
356	15|31|55|71	15|31	55|71	113|95|136|116|83|128|107|139|110|125|42|3|49|132|47|28|120|108|130|40	0.257926	0.666667	0.971593	0.937558	0.987633	0.985796
357	48|54|70|71	48|54	70|71	73|3|127|105|79|11|96|108|83|103|81|58|114|45|110|106|138|12|120|113	0.260117	0.727273	0.971578	0.930883	0.988312	0.988039
358	31|35|48|110	31|48	35|110	73|123|82|11|134|55|0|117|126|83|4|28|119|130|104|45|127|129|136|58	0.256988	0.727273	0.98166	0.949122	0.993338	0.991798
359	15|35|71|110	15|35	71|110	113|96|47|127|48|83|106|117|63|5|95|105|49|22|32|54|142|141|11|103	0.274279	0.666667	0.988315	0.967711	0.995525	0.993594
360	47|48|54|109	47|48	54|109	95|104|1|40|31|79|83|121|143|15|119|77|142|3|81|49|21|88|82|45	0.254552	0.727273	0.940262	0.877464	0.976399	0.975675
361	31|35|48|110	31|110	35|48	75|117|42|32|103|104|139|134|21|47|128|108|58|138|143|63|53|73|109|141	0.252822	0.666667	0.989015	0.968201	0.996057	0.993882
362	96|103|125|126	96|126	103|125	110|12|119|79|83|40|55|35|82|109|4|95|28|138|105|58|107|53|142|120	0.231199	0.666667	0.969836	0.922283	0.987945	0.982211
363	15|48|54|109	15|54	48|109	1|114|47|132|82|142|108|121|120|123|141|33|81|83|0|134|11|104|116|113	0.269851	0.666667	0.979638	0.954392	0.992441	0.992296
364	55|110|125|126	55|126	110|125	63|142|123|106|82|12|15|107|4|132|95|7|109|117|28|49|105|114|136|11	0.250864	0.875	0.971476	0.92297	0.98807	0.982798
365	15|31|110|125	15|125	31|110	129|126|121|95|104|63|54|105|141|116|79|35|28|40|134|82|49|33|12|130	0.254834	0.875	0.981977	0.952129	0.993944	0.992304
366	70|71|110|125	70|110	71|125	48|21|95|32|79|54|83|142|121|113|109|55|49|28|139|73|134|132|130|128	0.271319	0.875	0.977659	0.939762	0.991246	0.984703
367	47|48|110|125	47|48	110|125	129|138|130|120|1|71|75|142|45|53|83|123|106|3|21|4|33|108|134|40	0.240092	0.666667	0.933114	0.835728	0.972422	0.960059
368	15|31|103|109	15|103	31|109	48|83|88|12|119|55|107|105|28|136|11|32|106|21|130|3|143|33|126|79	0.249279	0.571429	0.972997	0.931745	0.989492	0.984236
369	31|71|103|110	31|71	103|110	22|75|1|58|106|47|33|132|129|109|40|107|54|32|70|108|120|116|119|35	0.261494	0.727273	0.984738	0.959158	0.99326	0.992327
370	47|48|110|126	47|110	48|126	106|73|119|104|15|0|54|63|95|45|105|138|114|35|5|75|32|108|7|128	0.243548	0.666667	0.964362	0.914345	0.9865	0.98377
371	35|55|96|110	35|96	55|110	5|49|108|88|136|4|126|103|114|82|21|130|12|45|116|28|75|127|120|40	0.248569	0.75	0.96899	0.914414	0.987791	0.983929
372	15|35|103|109	15|109	35|103	143|12|28|32|139|121|33|1|42|47|95|31|58|3|88|11|128|142|77|53	0.241078	0.75	0.987234	0.9625	0.99496	0.993692
373	35|47|71|109	35|109	47|71	54|33|79|4|82|117|88|31|3|83|107|96|130|49|106|134|7|119|0|5	0.267655	0.666667	0.976023	0.931138	0.990906	0.985069
374	15|35|48|126	15|35	48|126	71|58|32|3|103|0|88|109|49|77|21|33|42|81|136|121|114|96|47|116	0.275449	0.75	0.990084	0.969203	0.996227	0.995244
375	15|70|96|126	15|96	70|126	0|121|63|109|42|136|40|95|47|28|110|7|73|142|55|128|120|11|105|143	0.243926	0.666667	0.980618	0.950191	0.991991	0.988974
376	15|48|71|103	15|48	71|103	45|104|132|138|55|58|12|141|0|21|54|5|32|127|7|110|106|81|4|119	0.254016	0.727273	0.989302	0.969447	0.996028	0.995547
377	15|35|47|126	15|126	35|47	54|40|105|77|49|48|1|141|22|119|70|71|33|88|0|139|106|143|55|73	0.23908	0.666667	0.972251	0.927609	0.989517	0.989137
378	15|55|109|110	15|55	109|110	121|4|47|48|136|21|11|5|125|105|40|54|79|129|96|45|139|138|22|106	0.246253	0.666667	0.981833	0.954689	0.992012	0.989452
379	54|70|96|110	54|70	96|110	0|73|4|127|82|32|117|103|114|81|33|55|79|63|113|126|120|104|121|134	0.246473	0.571429	0.954663	0.909214	0.981528	0.976958
380	31|35|125|126	31|35	125|126	53|55|95|104|142|15|143|109|42|139|77|127|116|83|96|75|7|141|40|79	0.241289	0.666667	0.980959	0.949805	0.992151	0.989938
381	35|70|103|126	35|126	70|103	75|109|55|63|88|73|81|129|107|116|11|21|1|113|83|96|138|123|130|108	0.259916	0.727273	0.977203	0.941193	0.990143	0.989717
382	48|96|103|126	48|96	103|126	139|105|55|109|121|117|127|28|22|63|138|7|132|15|114|130|104|58|42|95	0.261538	0.727273	0.96676	0.920761	0.986423	0.983271
383	15|47|103|109	15|47	103|109	73|130|63|138|108|32|121|83|22|119|7|105|40|12|11|114|28|142|21|49	0.240236	0.571429	0.911862	0.829679	0.960989	0.958486
384	15|31|47|48	15|31	47|48	105|11|120|63|141|5|129|77|114|40|7|53|71|121|119|116|82|138|22|35	0.244985	0.615385	0.93567	0.854488	0.972665	0.967162
385	31|35|70|126	31|35	70|126	104|21|0|4|54|73|96|15|139|108|1|47|3|82|5|106|121|105|116|55	0.25415	0.75	0.985845	0.96509	0.993899	0.991422
386	48|54|55|71	48|54	55|71	75|21|106|127|42|130|119|88|0|7|40|139|79|82|32|1|83|126|73|15	0.264074	0.727273	0.97649	0.937327	0.990676	0.986911
387	15|48|103|126	15|126	48|103	143|134|31|45|58|7|82|4|11|33|109|105|107|22|130|63|49|75|81|54	0.245384	0.666667	0.983397	0.9518	0.993432	0.990697
388	31|35|48|71	31|35	48|71	47|73|63|103|109|15|120|49|108|45|96|40|139|12|116|143|28|75|121|117	0.270287	0.75	0.993895	0.981262	0.997839	0.997807
389	103|109|110|126	103|109	110|126	21|22|4|104|15|63|130|82|48|105|108|81|55|117|138|33|139|28|83|106	0.26745	0.666667	0.93755	0.868228	0.972556	0.970625
390	35|54|71|126	35|126	54|71	120|33|4|63|143|134|129|136|28|121|119|113|142|139|81|73|42|104|15|106	0.267045	0.75	0.943983	0.865605	0.974415	0.971219
391	47|48|70|71	47|48	70|71	138|81|49|58|83|120|103|108|53|143|33|32|1|104|12|139|125|15|5|117	0.243755	0.666667	0.944449	0.873751	0.977339	0.974228
392	96|109|110|125	96|109	110|125	141|63|132|42|32|53|129|103|71|134|114|117|108|28|139|77|15|127|136|106	0.252742	0.666667	0.95939	0.904599	0.983149	0.974415
393	35|96|103|110	35|103	96|110	83|119|139|117|105|11|125|108|138|75|55|40|116|1|136|53|143|42|123|82	0.255068	0.727273	0.961818	0.908747	0.983919	0.979681
394	47|54|103|110	47|110	54|103	11|58|31|77|53|104|141|28|71|117|116|134|105|132|5|129|114|3|88|0	0.25275	0.727273	0.941172	0.870089	0.976864	0.973595
395	71|110|125|126	71|125	110|126	134|70|142|82|114|130|109|7|49|113|119|5|136|81|45|103|75|104|107|127	0.262216	0.875	0.982686	0.951134	0.99336	0.989089
396	31|55|103|125	31|103	55|125	119|28|138|15|126|1|75|12|40|123|3|110|21|129|11|47|117|142|114|70	0.231941	0.666667	0.991968	0.976051	0.996375	0.994502
397	35|54|70|110	35|54	70|110	58|96|11|104|71|55|125|129|40|113|134|107|81|114|21|31|143|22|108|127	0.262	0.666667	0.976537	0.941128	0.990708	0.9892
398	35|70|103|126	35|103	70|126	128|3|110|32|113|125|109|107|58|134|96|47|143|7|117|21|33|83|142|106	0.247924	0.666667	0.981587	0.952219	0.991795	0.986956
399	15|70|96|103	15|96	70|103	142|106|120|4|71|130|33|121|83|128|40|127|5|45|22|123|132|12|63|32	0.240742	0.666667	0.911107	0.828988	0.959043	0.951978
400	15|54|71|103	15|54	71|103	22|28|58|128|31|105|82|1|141|55|130|119|114|0|33|143|120|88|4|104	0.255835	0.666667	0.973448	0.931025	0.99063	0.986868
401	31|54|70|103	31|54	70|103	110|116|21|96|128|12|121|53|77|40|0|95|88|47|63|123|33|4|28|22	0.239791	0.727273	0.975268	0.945064	0.98871	0.988098
402	31|47|48|109	31|48	47|109	75|81|95|55|126|134|105|15|5|1|132|104|3|73|0|123|79|54|35|110	0.23454	0.727273	0.978963	0.942025	0.992878	0.989143
403	48|71|110|125	48|71	110|125	21|12|54|22|40|55|106|11|142|82|116|83|45|107|129|103|134|7|31|143	0.234449	0.5	0.983839	0.960377	0.994292	0.992675
404	55|71|96|103	55|103	71|96	105|73|130|119|134|31|110|116|5|127|106|88|141|104|114|35|40|113|12|4	0.242602	0.727273	0.966899	0.913144	0.986586	0.984632
405	15|31|35|70	15|70	31|35	49|110|114|45|125|11|113|5|83|42|63|143|21|1|47|108|75|82|120|119	0.266322	0.75	0.982824	0.956286	0.992453	0.990091
406	31|48|110|126	31|48	110|126	32|3|58|105|108|96|127|55|130|123|113|141|109|114|125|139|12|121|45|104	0.24807	0.727273	0.971081	0.929585	0.988062	0.984523
407	35|47|70|125	35|47	70|125	53|63|21|79|103|126|117|108|58|114|105|3|142|73|113|45|15|106|96|127	0.248454	0.666667	0.973821	0.931642	0.990601	0.98842
408	35|54|55|71	35|54	55|71	141|95|123|11|103|0|75|15|126|81|138|49|42|40|119|128|104|63|83|48	0.247288	0.666667	0.980825	0.944319	0.99221	0.988166
409	15|71|96|110	15|96	71|110	12|28|141|31|75|42|106|22|55|134|32|114|77|40|108|125|119|79|82|58	0.24198	0.571429	0.972993	0.927865	0.99003	0.98853
410	31|48|54|55	31|48	54|55	120|3|113|105|15|22|95|35|7|0|5|45|47|1|106|71|77|49|109|12	0.2538	0.615385	0.982146	0.949824	0.992118	0.989439
411	15|48|103|126	15|126	48|103	70|143|138|77|79|120|71|139|129|7|81|128|63|108|3|104|130|136|119|107	0.25403	0.727273	0.97387	0.930023	0.988611	0.985886
412	35|48|109|125	35|109	48|125	63|82|47|128|130|55|105|106|53|32|139|1|83|88|119|49|117|79|123|70	0.26197	0.875	0.993513	0.983312	0.997751	0.996884
413	31|48|70|96	31|70	48|96	63|4|104|53|113|28|1|0|45|49|138|54|109|82|139|15|117|7|128|3	0.244277	0.666667	0.976211	0.936424	0.990928	0.987512
414	35|47|48|54	35|47	48|54	31|142|114|95|82|121|113|117|126|75|106|134|119|104|139|96|123|45|22|21	0.257852	0.75	0.972751	0.927443	0.98988	0.986753
415	48|55|70|103	48|55	70|103	79|54|49|134|32|128|110|0|129|88|136|71|75|28|116|81|77|40|31|7	0.248497	0.727273	0.983583	0.956689	0.9933	0.992232
416	96|103|125|126	96|126	103|125	105|110|77|33|121|139|109|120|114|132|5|11|53|108|136|71|54|82|4|7	0.226692	0.666667	0.978391	0.944365	0.991348	0.987624
417	31|47|71|110	31|71	47|110	138|70|136|58|32|104|11|5|88|21|117|121|49|139|83|63|12|127|3|123	0.22617	0.571429	0.958118	0.895159	0.983794	0.977268
418	15|48|103|125	15|125	48|103	49|45|130|123|58|128|79|0|127|71|116|81|106|40|83|107|110|121|55|5	0.269295	0.875	0.975767	0.932982	0.990117	0.985056
419	35|47|103|110	35|47	103|110	22|21|134|88|45|127|55|79|136|83|142|138|11|105|53|81|109|116|28|117	0.259039	0.727273	0.956677	0.893674	0.98329	0.980193
420	35|54|71|126	35|126	54|71	21|32|139|134|47|82|75|132|77|95|3|107|49|103|11|96|79|130|136|70	0.277049	0.666667	0.988725	0.966192	0.995417	0.995176
421	47|48|125|126	47|126	48|125	129|105|32|21|75|103|4|63|82|28|45|109|130|110|54|119|81|96|77|134	0.224098	0.615385	0.968822	0.923776	0.988842	0.981758
422	15|31|35|54	15|54	31|35	53|82|40|79|81|95|96|142|127|114|104|108|47|49|7|88|120|103|71|28	0.251205	0.75	0.989205	0.969817	0.995483	0.994281
423	35|55|70|103	35|55	70|103	45|108|138|123|130|7|0|28|116|21|32|77|120|82|117|42|73|126|127|40	0.265274	0.75	0.96703	0.915713	0.986573	0.981622
424	54|71|103|126	54|103	71|126	31|106|114|113|7|129|42|40|95|5|22|63|35|107|28|45|132|125|47|142	0.251227	0.666667	0.978793	0.943407	0.991089	0.99104
425	35|71|125|126	35|125	71|126	4|7|32|83|143|22|12|123|127|33|95|42|117|53|109|5|128|107|106|55	0.25083	0.666667	0.977503	0.933313	0.990722	0.983484
426	31|48|103|110	31|110	48|103	132|127|130|55|49|54|129|96|28|113|22|83|71|119|73|136|138|116|114|63	0.259778	0.727273	0.981121	0.9496	0.992547	0.990942
427	54|96|103|109	54|96	103|109	42|3|70|32|104|49|120|45|139|79|58|1|123|28|53|110|40|55|114|138	0.243377	0.6	0.971563	0.940469	0.988557	0.986596
428	48|71|96|126	48|126	71|96	88|53|73|127|95|58|40|123|55|75|132|31|117|12|119|33|45|47|28|108	0.245153	0.727273	0.98129	0.948957	0.992792	0.991127
429	48|70|71|125	48|70	71|125	55|3|88|103|129|127|32|107|58|77|1|96|12|106|49|33|117|40|5|15	0.283162	0.875	0.983379	0.953819	0.993496	0.989788
430	48|70|110|125	48|70	110|125	32|96|12|31|3|22|106|138|75|47|134|108|1|15|95|58|54|35|5|45	0.2419	0.615385	0.987705	0.970196	0.995351	0.994668
431	48|54|70|110	48|54	70|110	75|139|143|53|138|71|120|126|134|22|63|58|114|116|79|125|7|32|42|141	0.260386	0.727273	0.952151	0.889849	0.979822	0.976945
432	15|48|71|109	15|71	48|109	49|105|0|55|40|127|81|95|28|107|108|96|79|136|119|63|75|31|33|125	0.28033	0.727273	0.986905	0.964063	0.995301	0.99395
433	47|70|103|109	47|109	70|103	31|113|54|138|32|79|120|58|81|75|139|5|141|107|7|127|132|88|82|45	0.252171	0.666667	0.968354	0.916601	0.987852	0.984185
434	35|48|54|70	35|70	48|54	63|119|126|49|5|142|123|58|32|7|1|120|71|22|95|81|42|79|28|113	0.284332	0.75	0.960187	0.905266	0.98355	0.983179
435	35|54|55|110	35|55	54|110	123|45|40|106|0|134|81|21|95|47|127|32|109|126|73|48|12|33|130|139	0.256492	0.666667	0.985979	0.960131	0.993829	0.991592
436	55|70|103|110	55|70	103|110	108|142|75|88|116|63|28|12|126|104|4|105|82|106|31|128|130|35|143|42	0.258693	0.727273	0.972734	0.931537	0.988881	0.984161
437	35|54|109|126	35|54	109|126	83|127|28|117|138|139|130|22|3|119|40|107|96|75|15|123|113|45|81|31	0.278818	0.666667	0.969244	0.924698	0.987319	0.984698
438	48|71|96|126	48|126	71|96	107|53|35|5|139|106|141|117|105|119|1|77|0|129|73|45|116|113|75|120	0.261297	0.666667	0.94297	0.866328	0.975551	0.974618
439	35|55|71|109	35|55	71|109	75|123|119|3|33|21|128|114|49|96|40|31|81|142|138|54|45|141|48|120	0.257929	0.75	0.990496	0.973436	0.995973	0.995331
440	31|55|70|96	31|70	55|96	110|83|21|128|28|125|5|4|88|129|75|95|11|106|45|82|35|143|127|22	0.234772	0.666667	0.930837	0.86778	0.970894	0.966718
441	15|31|55|70	15|31	55|70	11|35|106|132|116|58|104|121|120|127|128|125|141|143|77|119|136|45|126|109	0.246343	0.666667	0.966865	0.923207	0.985949	0.980056
442	31|96|110|125	31|125	96|110	22|32|3|42|104|11|0|139|117|95|40|121|45|73|83|75|7|49|88|5	0.225437	0.875	0.949872	0.878547	0.97896	0.974081
443	70|71|103|109	70|109	71|103	120|58|54|106|130|143|134|0|79|129|5|126|55|63|21|105|42|95|75|40	0.258683	0.666667	0.98869	0.967326	0.995473	0.993495
444	15|55|71|110	15|71	55|110	104|21|119|45|3|127|88|123|106|75|47|138|130|53|141|121|142|73|11|54	0.277455	0.666667	0.983497	0.958266	0.993646	0.991039
445	15|31|71|126	15|31	71|126	54|48|0|11|82|132|73|113|81|4|32|42|12|128|95|105|49|79|96|40	0.243153	0.666667	0.978157	0.945492	0.991101	0.989246
446	47|103|125|126	47|126	103|125	11|143|127|139|40|79|88|119|12|123|83|134|107|121|70|45|82|4|73|58	0.225554	0.615385	0.959055	0.90056	0.984106	0.975301
447	54|70|109|126	54|70	109|126	139|121|35|4|40|120|123|28|82|63|110|104|108|141|15|142|103|138|105|130	0.278371	0.666667	0.936148	0.884125	0.971446	0.968611
448	47|48|71|110	47|110	48|71	139|96|103|141|117|49|40|138|120|142|143|82|22|15|116|132|129|31|136|121	0.258549	0.666667	0.964089	0.911212	0.986048	0.978474
449	47|54|55|110	47|55	54|110	114|63|3|106|82|11|32|12|73|108|117|21|128|75|88|125|123|138|95|116	0.250863	0.666667	0.922376	0.84088	0.968644	0.965207
450	35|48|109|110	35|110	48|109	53|125|0|103|12|4|77|33|3|7|79|106|108|127|63|129|15|58|121|70	0.302904	0.75	0.986601	0.960743	0.99474	0.994542
451	35|54|55|109	35|55	54|109	12|31|121|128|116|11|105|126|143|40|104|119|107|130|32|138|22|79|3|117	0.265101	0.75	0.959449	0.904148	0.983013	0.9787
452	35|47|55|126	35|47	55|126	138|95|121|0|21|117|106|12|108|3|32|49|114|28|120|83|139|58|110|142	0.263237	0.75	0.918907	0.819146	0.962995	0.962428
453	31|48|54|55	31|48	54|55	88|139|79|11|28|22|32|104|120|95|3|58|47|138|114|109|70|113|4|73	0.244868	0.727273	0.986565	0.960673	0.994546	0.992799
454	47|55|103|126	47|103	55|126	28|15|119|127|53|45|107|116|117|12|143|125|136|123|134|114|42|1|108|113	0.242871	0.8	0.918631	0.829199	0.962544	0.955801
455	31|35|48|96	31|48	35|96	123|53|77|136|105|127|95|54|3|117|22|108|58|130|126|12|139|73|0|107	0.255818	0.727273	0.986066	0.960825	0.995117	0.994653
456	55|71|109|125	55|109	71|125	42|3|12|32|4|142|106|79|96|7|117|129|47|33|49|40|108|22|107|82	0.266425	0.875	0.984222	0.960222	0.993027	0.9896
457	35|55|109|126	35|126	55|109	121|143|108|0|47|116|48|88|58|142|4|73|28|134|129|31|141|130|128|54	0.248836	0.75	0.986622	0.9597	0.994395	0.993308
458	15|31|110|125	15|31	110|125	136|79|11|142|126|53|75|81|143|96|109|116|63|119|54|114|58|121|71|45	0.254229	0.571429	0.988048	0.966814	0.995851	0.995282
459	15|70|71|96	15|71	70|96	134|95|125|75|129|83|128|119|107|113|21|49|47|121|117|77|58|55|132|31	0.250512	0.666667	0.984741	0.959109	0.994301	0.991153
460	54|71|96|126	54|126	71|96	45|53|132|134|79|116|7|127|142|143|128|32|106|4|28|21|114|1|141|40	0.245888	0.615385	0.89874	0.809078	0.954818	0.944113
461	54|55|71|126	54|55	71|126	28|81|130|58|141|110|11|45|15|138|109|12|48|1|49|63|88|106|75|127	0.255185	0.666667	0.971474	0.924386	0.987518	0.986658
462	35|47|71|125	35|47	71|125	83|63|12|49|95|113|42|48|120|96|1|103|116|54|105|22|127|138|106|58	0.25876	0.875	0.978981	0.939873	0.991985	0.987743
463	35|47|48|103	35|47	48|103	113|95|71|142|12|106|136|139|117|28|123|127|45|4|141|21|53|121|79|83	0.261801	0.75	0.927725	0.821292	0.968328	0.956983
464	31|35|110|125	31|110	35|125	113|21|40|45|104|71|22|95|143|11|96|4|138|83|63|116|119|132|77|134	0.247746	0.666667	0.981783	0.94487	0.993055	0.987928
465	15|47|109|126	15|126	47|109	114|28|3|63|88|121|129|11|75|73|71|83|32|33|42|105|139|0|82|134	0.266254	0.8	0.926039	0.851784	0.968988	0.96028
466	15|48|55|71	15|48	55|71	134|81|1|109|0|105|108|114|79|117|82|54|106|70|88|128|63|141|96|113	0.264324	0.727273	0.987102	0.970131	0.995431	0.994936
467	54|103|110|125	54|110	103|125	81|139|116|126|141|11|132|127|142|77|33|32|129|134|104|75|107|58|55|83	0.255582	0.727273	0.970025	0.91835	0.987847	0.980695
468	31|47|110|125	31|125	47|110	95|21|134|127|40|53|1|141|88|58|108|3|96|54|128|45|79|7|119|103	0.233897	0.6	0.964606	0.911295	0.986358	0.979145
469	15|70|96|125	15|96	70|125	88|7|63|104|138|5|132|107|105|129|0|4|108|28|40|33|95|143|58|106	0.243017	0.666667	0.924782	0.844011	0.968528	0.967996
470	96|109|110|126	96|126	109|110	142|79|113|116|83|125|82|54|42|134|141|47|143|114|139|49|35|106|138|117	0.260599	0.666667	0.979894	0.941905	0.991334	0.990279
471	48|71|110|125	48|125	71|110	83|7|1|104|120|114|55|77|81|33|142|138|128|45|40|21|103|88|127|47	0.251021	0.727273	0.987978	0.969146	0.995293	0.993964
472	71|96|109|126	71|126	96|109	143|136|110|139|82|35|117|12|28|103|134|5|88|127|15|33|1|105|77|142	0.2455	0.666667	0.951532	0.889046	0.979632	0.974588
473	15|54|110|126	15|110	54|126	11|95|127|35|129|105|104|103|63|7|21|12|28|117|134|130|77|32|139|55	0.262969	0.666667	0.954223	0.884346	0.980815	0.969961
474	15|31|55|126	15|126	31|55	107|42|33|105|11|49|141|45|110|119|70|4|1|88|104|63|5|106|28|77	0.233234	0.666667	0.970543	0.932498	0.987312	0.986078
475	54|70|71|109	54|109	70|71	105|5|49|4|138|73|104|136|55|125|47|53|77|132|35|119|142|139|134|130	0.25765	0.666667	0.975728	0.944849	0.989944	0.988507
