sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
316	31|48|71|103	31|48	71|103	123|53|32|1|136|4|12|106|107|88|75|108|42|3|81|11|109|54|110|70	0.231423	0.333333	0.988246	0.968134	0.99542	0.994612
317	31|35|71|109	31|71	35|109	114|95|53|83|106|142|141|45|104|108|63|132|11|81|129|42|54|15|110|55	0.24646	0.333333	0.985176	0.957177	0.994652	0.994459
318	96|110|125|126	96|126	110|125	128|40|0|32|4|12|113|45|73|132|75|88|71|81|42|11|54|55|15|47	0.210264	0.333333	0.98031	0.947894	0.991654	0.990817
319	47|54|103|109	47|54	103|109	0|53|28|128|58|130|143|12|119|108|7|88|3|117|21|127|125|31|48|15	0.228876	0.333333	0.935877	0.870761	0.974334	0.963704
320	15|54|125|126	15|125	54|126	40|0|1|123|45|142|106|143|7|108|88|75|129|71|82|42|70|47|96|110	0.230904	0.333333	0.985666	0.96012	0.994361	0.992433
321	15|31|96|126	15|126	31|96	32|53|128|0|4|5|130|12|88|22|7|73|117|81|71|33|125|109|55|48	0.211015	0.333333	0.95804	0.902412	0.982373	0.982372
322	31|70|96|126	31|96	70|126	0|32|53|28|141|45|4|142|121|49|88|7|81|11|127|71|15|47|55|54	0.220812	0.333333	0.980483	0.950716	0.992092	0.989727
323	31|55|70|125	31|55	70|125	114|116|105|123|106|130|45|4|107|104|75|139|129|3|82|71|109|54|126|15	0.219673	0.333333	0.981646	0.952104	0.991789	0.990781
324	47|55|109|110	47|109	55|110	28|83|116|95|45|77|106|130|107|132|104|75|21|117|79|127|96|70|126|103	0.232805	0.333333	0.962083	0.90824	0.985461	0.984337
325	31|70|109|110	31|70	109|110	32|28|123|128|12|77|136|134|107|104|139|88|129|81|42|35|47|15|54|126	0.24048	0.333333	0.987031	0.964814	0.994769	0.994727
326	15|47|103|109	15|47	103|109	40|1|53|128|142|58|5|106|107|7|108|119|11|81|120|127|96|31|110|55	0.231606	0.333333	0.973346	0.930481	0.989812	0.986009
327	31|47|55|71	31|47	55|71	83|138|123|1|5|136|77|142|63|49|75|107|79|33|21|3|15|54|109|48	0.220382	0.333333	0.961412	0.900875	0.984501	0.981303
328	71|96|109|126	71|96	109|126	32|0|53|28|136|4|143|106|121|132|108|119|21|3|120|81|31|110|55|70	0.250225	0.333333	0.976205	0.935183	0.990285	0.987832
329	47|71|96|125	47|96	71|125	53|40|116|0|143|136|106|113|119|104|88|108|11|3|82|81|54|31|103|110	0.221047	0.333333	0.976813	0.939215	0.99204	0.98814
330	15|35|70|109	15|35	70|109	128|123|32|83|130|45|134|106|107|139|73|119|11|81|3|71|47|110|54|31	0.268079	0.333333	0.992355	0.979255	0.996589	0.995709
331	15|47|48|54	15|47	48|54	138|116|53|83|134|136|113|12|88|104|108|73|81|11|3|129|126|103|96|55	0.223558	0.333333	0.967707	0.919131	0.988112	0.986435
332	31|47|125|126	31|125	47|126	53|0|128|1|4|12|106|136|132|88|108|75|129|71|81|3|110|54|15|109	0.202409	0.25	0.966336	0.920042	0.98674	0.980312
333	47|55|71|103	47|55	71|103	28|32|1|0|77|4|143|58|121|132|49|63|33|21|79|129|96|31|109|125	0.208728	0.333333	0.951738	0.88439	0.980331	0.969149
334	55|70|109|110	55|70	109|110	116|32|123|28|143|45|5|134|119|75|107|49|129|79|127|117|96|125|126|48	0.242685	0.333333	0.960583	0.906608	0.983082	0.97713
335	15|48|71|126	15|48	71|126	123|32|0|40|113|141|136|5|107|132|75|108|3|11|42|81|55|31|109|96	0.249938	0.333333	0.982908	0.952103	0.993737	0.991616
336	15|71|96|109	15|71	96|109	95|32|0|116|58|141|4|136|63|49|107|139|120|127|117|21|125|103|54|31	0.241336	0.333333	0.976896	0.942999	0.990508	0.988197
337	35|70|71|126	35|70	71|126	28|53|1|0|142|113|4|106|88|119|63|107|82|81|11|129|96|109|47|31	0.252477	0.333333	0.987917	0.964868	0.995339	0.994325
338	15|31|48|71	15|31	48|71	0|114|1|123|45|134|12|4|88|139|132|108|81|3|11|42|110|54|96|109	0.240993	0.333333	0.986077	0.962451	0.994839	0.992923
339	15|48|54|70	15|48	54|70	123|53|128|105|45|142|113|141|73|107|88|108|71|129|42|3|96|110|109|31	0.262503	0.333333	0.981827	0.951762	0.992471	0.990751
340	31|96|103|109	31|96	103|109	0|32|53|128|106|12|5|4|75|108|22|107|79|21|11|33|110|47|15|70	0.222552	0.333333	0.987198	0.968175	0.994569	0.994262
341	35|54|70|71	35|54	70|71	40|114|0|105|136|106|134|141|139|75|108|73|3|42|82|129|15|47|96|55	0.258016	0.333333	0.989177	0.970982	0.995605	0.995445
342	15|35|70|96	15|35	70|96	40|114|138|0|4|45|5|134|108|104|73|139|3|71|11|82|110|55|103|126	0.238666	0.333333	0.972261	0.934831	0.988694	0.981448
343	31|35|96|110	31|35	96|110	105|114|116|128|130|12|134|113|75|132|104|139|42|3|11|82|103|109|55|15	0.226313	0.333333	0.982117	0.949085	0.993254	0.991165
344	35|54|96|109	35|54	96|109	83|105|95|114|106|134|142|45|107|108|139|63|81|11|71|42|70|126|110|31	0.240371	0.333333	0.976834	0.950518	0.991857	0.991811
345	15|35|47|96	15|47	35|96	0|32|53|116|141|136|113|130|104|107|88|119|82|11|81|3|126|103|109|110	0.244669	0.333333	0.97616	0.936661	0.991653	0.988111
346	31|35|109|126	31|35	109|126	0|28|32|1|106|142|45|130|7|107|63|75|42|71|3|11|15|110|54|55	0.246324	0.333333	0.982469	0.954347	0.992143	0.989932
347	48|55|70|96	48|55	70|96	116|0|40|28|130|136|113|106|139|7|107|63|42|3|71|82|54|103|126|110	0.239936	0.333333	0.97767	0.941558	0.990437	0.989765
348	35|54|103|110	35|54	103|110	28|32|1|0|130|136|106|143|88|75|73|132|71|82|11|42|96|47|55|109	0.251622	0.333333	0.988446	0.968079	0.995435	0.994256
349	31|35|96|126	31|96	35|126	53|28|32|0|141|5|142|106|108|7|132|88|3|71|42|82|70|47|54|110	0.226417	0.285714	0.985631	0.963164	0.993942	0.992788
350	15|31|55|103	15|103	31|55	0|128|1|32|130|58|136|5|22|63|121|132|127|33|120|71|110|70|96|125	0.221288	0.333333	0.978644	0.947543	0.9909	0.988527
351	15|54|70|103	15|54	70|103	53|128|1|32|142|113|45|106|119|49|88|22|117|82|81|35|96|47|48|31	0.245178	0.333333	0.987238	0.966125	0.995013	0.994813
352	15|70|110|125	15|70	110|125	1|128|32|114|134|45|12|113|75|139|73|119|82|129|3|11|31|103|55|47	0.232111	0.333333	0.985113	0.964634	0.994104	0.992929
353	31|70|109|125	31|70	109|125	28|116|128|95|142|136|4|5|139|73|63|104|81|42|11|3|110|103|55|47	0.215955	0.333333	0.98343	0.956423	0.993456	0.992033
354	35|47|110|126	35|47	110|126	32|40|0|28|106|113|136|4|107|88|73|7|3|11|71|129|15|109|54|55	0.242942	0.333333	0.962618	0.910189	0.984997	0.984525
355	31|47|71|96	31|47	71|96	32|105|53|28|58|136|106|12|139|104|107|22|35|81|120|82|48|125|55|70	0.2164	0.333333	0.964643	0.911135	0.986757	0.981509
356	47|70|103|125	47|103	70|125	1|40|28|32|5|141|143|130|88|73|107|7|129|11|81|71|31|55|96|110	0.208245	0.333333	0.96103	0.910077	0.986914	0.984077
357	15|47|48|70	15|47	48|70	95|105|114|138|143|106|134|113|88|73|75|139|3|81|82|71|110|31|96|109	0.23239	0.333333	0.974141	0.934709	0.989823	0.987525
358	31|48|70|126	31|48	70|126	32|53|28|128|45|142|141|106|63|107|7|73|3|81|71|82|55|47|110|54	0.228082	0.333333	0.980791	0.952197	0.992047	0.98937
359	47|70|71|125	47|70	71|125	114|40|83|123|45|141|4|113|63|104|73|107|81|82|11|129|15|31|96|126	0.223134	0.333333	0.970712	0.92672	0.990458	0.985749
360	15|35|54|71	15|35	54|71	1|105|116|53|106|113|136|45|132|75|108|107|82|129|81|11|55|31|126|109	0.274048	0.333333	0.986437	0.962421	0.995578	0.994222
361	15|47|96|103	15|103	47|96	53|0|32|40|106|58|12|143|119|88|22|73|79|120|33|71|31|70|125|55	0.209577	0.333333	0.969451	0.918515	0.988439	0.981783
362	15|31|55|71	15|31	55|71	32|105|1|83|45|4|77|58|75|139|49|104|117|3|35|42|126|96|70|109	0.225119	0.333333	0.97714	0.951707	0.990967	0.987303
363	15|35|55|109	15|35	55|109	116|138|95|105|134|45|142|141|104|7|132|119|71|42|129|3|31|103|47|126	0.236286	0.333333	0.983127	0.956739	0.991962	0.988862
364	47|55|103|125	47|103	55|125	32|1|123|40|5|141|130|142|7|63|107|119|71|3|82|129|15|31|54|109	0.206631	0.25	0.971521	0.92253	0.988892	0.98572
365	15|35|103|109	15|35	103|109	32|53|128|1|4|136|142|143|73|75|63|108|3|11|129|71|55|70|31|47	0.243914	0.333333	0.992546	0.977381	0.996683	0.995236
366	31|47|103|109	31|47	103|109	28|32|53|1|136|4|130|45|75|88|121|132|120|127|33|71|48|125|55|54	0.221463	0.333333	0.967777	0.913464	0.986597	0.980316
367	47|48|70|109	47|70	48|109	105|40|32|0|136|141|130|106|75|119|88|104|71|3|81|129|103|54|15|31	0.250045	0.333333	0.970385	0.926189	0.988781	0.984689
368	55|70|71|109	55|70	71|109	138|114|95|105|106|141|136|77|63|104|75|107|3|117|35|127|48|126|47|15	0.24182	0.333333	0.979848	0.948925	0.991214	0.987214
369	15|48|70|96	15|48	70|96	95|83|40|114|4|141|130|113|139|88|104|7|81|11|82|71|126|54|31|110	0.23324	0.333333	0.981392	0.949545	0.993866	0.992582
370	31|54|71|110	31|54	71|110	1|138|114|116|58|12|77|113|121|104|49|88|33|79|117|35|125|70|103|109	0.223411	0.333333	0.974842	0.932156	0.990002	0.988365
371	47|55|71|103	47|55	71|103	1|0|123|40|113|45|4|77|22|119|121|49|82|120|127|35|96|48|125|110	0.219614	0.333333	0.949415	0.879861	0.979267	0.968764
372	15|48|70|71	15|48	70|71	53|114|83|95|12|5|136|4|104|119|75|73|82|42|11|129|31|109|47|103	0.239855	0.333333	0.987331	0.964619	0.995581	0.995152
373	47|54|70|109	47|54	70|109	40|123|116|95|12|77|141|45|104|119|63|22|129|117|11|120|48|15|31|110	0.250241	0.333333	0.936512	0.885887	0.973448	0.968966
374	31|55|110|125	31|55	110|125	32|83|116|123|134|45|130|5|139|107|7|132|3|42|129|71|70|15|47|96	0.218955	0.333333	0.98672	0.963464	0.993966	0.993945
375	55|96|109|126	55|96	109|126	53|40|128|0|141|143|142|58|49|75|119|107|42|35|33|117|15|125|48|31	0.210743	0.333333	0.955412	0.892024	0.981368	0.980164
376	54|96|103|125	54|125	96|103	28|53|40|0|142|106|143|130|132|108|75|88|11|42|82|3|70|110|55|109	0.221753	0.333333	0.986892	0.967431	0.99492	0.994046
377	48|54|55|70	48|54	55|70	105|138|0|28|130|143|45|106|7|104|75|119|82|3|71|42|31|109|47|15	0.250996	0.333333	0.984728	0.961056	0.993125	0.990432
378	15|103|109|110	15|103	109|110	40|128|32|123|143|58|77|12|73|108|132|121|33|11|3|129|48|31|54|96	0.239265	0.333333	0.985275	0.959366	0.994337	0.993118
379	70|96|109|125	70|96	109|125	95|83|28|32|130|12|134|45|139|63|107|7|42|81|11|71|103|47|55|54	0.221818	0.333333	0.989118	0.969961	0.996016	0.995047
380	15|31|47|71	15|31	47|71	95|53|114|123|77|12|134|45|75|104|22|107|33|79|82|81|54|96|126|70	0.223753	0.333333	0.980529	0.947368	0.993652	0.990353
381	15|31|35|55	15|31	35|55	1|95|83|123|4|113|45|134|63|139|75|132|129|71|42|3|110|96|54|126	0.235264	0.333333	0.983869	0.960538	0.992717	0.990664
382	31|47|109|126	31|47	109|126	53|0|1|128|77|106|141|45|22|49|7|88|35|71|127|117|70|54|96|125	0.212789	0.333333	0.970771	0.926649	0.9879	0.98592
383	54|55|103|125	54|125	55|103	123|28|0|53|106|143|142|45|119|107|7|63|82|129|42|3|31|110|15|70	0.222356	0.333333	0.983528	0.955084	0.993223	0.993161
384	35|70|71|126	35|70	71|126	123|28|53|32|136|5|142|141|75|63|88|108|81|82|11|3|54|109|110|15	0.258794	0.333333	0.978449	0.937886	0.991104	0.988324
385	35|55|70|109	35|70	55|109	83|0|114|32|134|130|142|106|107|75|63|139|71|129|3|42|47|96|15|126	0.24779	0.333333	0.986399	0.962212	0.993466	0.992333
386	15|31|54|110	15|31	54|110	83|138|114|105|77|136|106|130|73|88|121|49|117|21|79|11|126|103|55|125	0.223898	0.333333	0.963871	0.909116	0.98587	0.979476
387	55|109|110|125	55|109	110|125	40|105|95|116|130|5|106|4|119|139|104|75|71|42|129|3|15|103|54|96	0.228779	0.333333	0.979009	0.947742	0.990684	0.990152
388	31|47|70|126	31|47	70|126	1|0|28|123|12|106|45|58|88|121|22|63|35|33|79|82|110|48|96|55	0.216173	0.333333	0.94715	0.891004	0.977928	0.976587
389	31|55|109|125	31|55	109|125	138|123|1|116|45|4|141|142|107|104|63|75|129|71|3|42|103|96|47|70	0.212969	0.333333	0.987301	0.963331	0.994613	0.99251
390	35|71|96|103	35|96	71|103	32|40|28|53|106|5|12|136|73|107|108|132|11|82|81|42|47|31|54|70	0.234143	0.333333	0.993389	0.980504	0.997451	0.996993
391	31|55|109|125	31|55	109|125	95|116|1|114|45|106|130|5|107|132|139|63|129|42|3|71|103|110|70|126	0.216645	0.333333	0.981272	0.945708	0.991957	0.989841
392	47|54|109|125	47|54	109|125	1|28|0|83|142|141|130|12|88|132|75|107|3|71|11|129|70|31|126|103	0.232449	0.333333	0.967604	0.924251	0.988392	0.983394
393	15|35|110|126	15|35	110|126	123|40|128|32|113|4|143|12|75|108|88|7|82|3|42|11|96|70|54|109	0.24824	0.333333	0.981049	0.947035	0.991815	0.986806
394	31|48|96|110	31|48	96|110	95|28|0|116|134|12|136|130|75|7|139|132|81|3|42|82|103|55|70|126	0.224419	0.333333	0.980626	0.947132	0.993132	0.99094
395	15|71|96|103	15|96	71|103	0|32|40|53|143|5|58|141|73|132|119|22|81|35|117|79|70|55|109|54	0.237827	0.333333	0.988935	0.968481	0.995623	0.995518
396	70|71|96|126	70|96	71|126	28|53|32|0|77|45|143|5|121|88|22|49|117|79|82|33|55|125|54|109	0.226643	0.333333	0.970258	0.919275	0.987204	0.986248
397	15|103|110|125	15|103	110|125	40|0|123|1|113|4|136|45|132|107|75|119|129|11|71|82|54|47|31|96	0.240103	0.333333	0.98658	0.964456	0.994672	0.991716
398	15|31|47|126	15|126	31|47	128|32|53|0|4|136|106|142|49|22|75|73|3|79|127|71|54|70|96|110	0.222377	0.333333	0.969276	0.925381	0.987794	0.987154
399	15|35|96|103	15|103	35|96	32|40|128|53|4|45|141|12|7|108|119|88|81|71|82|42|31|54|109|110	0.231316	0.333333	0.98856	0.96875	0.995524	0.994976
400	15|103|109|110	15|103	109|110	123|128|40|32|12|45|136|5|73|88|49|7|117|3|71|11|48|47|55|54	0.24247	0.333333	0.991017	0.97464	0.995942	0.995625
401	35|54|70|110	35|54	70|110	123|128|1|32|113|143|106|12|119|7|75|139|129|42|81|82|126|15|55|47	0.256512	0.333333	0.983103	0.955367	0.993197	0.992149
402	15|47|70|126	15|47	70|126	1|53|0|128|141|113|142|136|107|121|119|73|79|81|82|120|125|109|110|31	0.240135	0.333333	0.957254	0.899275	0.983033	0.981497
403	47|96|125|126	47|125	96|126	0|40|28|32|12|143|130|142|107|63|119|108|3|82|11|81|15|110|54|31	0.205953	0.25	0.969302	0.920977	0.98815	0.986646
404	55|71|109|126	55|71	109|126	32|53|40|0|77|141|143|58|107|22|121|49|127|35|120|33|70|125|110|54	0.226801	0.333333	0.970671	0.922197	0.987193	0.98539
405	15|70|96|109	15|70	96|109	95|32|40|53|58|4|45|136|22|63|104|75|71|3|21|79|54|31|47|55	0.248872	0.333333	0.990276	0.972935	0.996312	0.996043
406	31|48|109|126	31|48	109|126	28|128|32|123|12|5|130|4|75|107|7|63|81|42|129|11|96|15|54|55	0.223445	0.333333	0.974639	0.937768	0.990267	0.988864
407	15|31|47|125	15|125	31|47	0|114|95|83|134|130|141|136|7|139|107|108|82|129|11|3|70|96|55|110	0.216573	0.333333	0.978236	0.942246	0.992284	0.987998
408	31|47|48|109	31|47	48|109	105|138|1|128|134|130|106|142|132|88|7|139|129|81|3|11|70|96|103|55	0.217419	0.333333	0.972989	0.9284	0.990045	0.986617
409	15|96|103|109	15|96	103|109	53|128|40|32|45|136|130|5|108|63|22|73|79|120|3|81|110|55|48|47	0.236059	0.333333	0.981873	0.955691	0.992647	0.991908
410	15|54|71|109	15|54	71|109	32|95|1|114|134|45|58|141|108|63|107|139|120|21|3|11|103|110|48|55	0.260242	0.333333	0.956366	0.912794	0.981613	0.978998
411	70|110|125|126	70|125	110|126	0|128|123|40|106|5|113|45|107|108|88|75|71|81|82|42|47|96|31|109	0.231727	0.333333	0.984133	0.956308	0.993916	0.99157
412	48|70|103|109	48|70	103|109	128|32|0|53|12|143|4|106|63|119|88|75|71|42|11|3|31|96|55|54	0.236504	0.333333	0.989488	0.969414	0.99568	0.994697
413	31|47|54|70	31|54	47|70	138|0|83|28|77|130|58|12|73|108|75|7|120|21|33|79|109|96|125|110	0.22603	0.333333	0.958924	0.906632	0.982514	0.978771
414	15|71|110|126	15|71	110|126	123|1|32|40|113|45|58|106|22|132|108|121|21|35|11|127|55|54|96|109	0.257796	0.333333	0.975697	0.935061	0.990245	0.984254
415	31|35|70|71	31|70	35|71	138|28|32|1|4|113|12|142|63|88|107|104|3|42|82|11|54|55|110|126	0.247921	0.333333	0.987855	0.966686	0.995694	0.993331
416	47|103|110|125	47|103	110|125	1|40|0|28|5|136|113|130|132|73|75|7|82|129|11|71|109|96|70|54	0.223766	0.333333	0.971976	0.930008	0.990124	0.98791
417	15|70|71|96	15|70	71|96	53|138|105|0|142|77|141|134|108|104|88|63|11|3|127|120|110|109|31|48	0.247286	0.333333	0.969482	0.928934	0.98788	0.986953
418	70|96|110|125	70|96	110|125	40|28|0|114|134|143|136|4|75|139|108|73|82|71|11|81|54|55|31|47	0.224861	0.333333	0.984858	0.962586	0.994158	0.993008
419	35|54|55|103	35|55	54|103	53|40|128|123|45|141|106|143|63|132|7|75|42|71|3|82|96|15|70|47	0.234858	0.333333	0.989915	0.971627	0.99527	0.995202
420	15|35|47|103	15|103	35|47	128|1|0|53|4|5|143|12|88|63|108|132|81|11|129|71|109|54|96|31	0.228608	0.333333	0.97463	0.932249	0.991872	0.987366
421	71|96|103|110	71|96	103|110	28|32|40|0|58|12|106|5|108|73|119|49|79|3|127|21|54|48|47|109	0.23229	0.333333	0.984794	0.958309	0.993747	0.992008
422	15|35|70|110	15|35	70|110	114|95|128|123|106|5|4|134|73|104|139|119|3|129|11|42|55|103|31|54	0.244099	0.333333	0.982757	0.956522	0.993462	0.990082
423	71|96|109|126	71|96	109|126	0|32|28|53|5|142|136|141|107|121|73|49|81|35|21|127|15|47|70|54	0.23852	0.333333	0.986917	0.961506	0.994474	0.992832
424	47|48|70|96	47|48	70|96	28|114|83|138|113|106|45|136|119|108|139|73|81|82|71|11|15|103|109|31	0.228448	0.333333	0.963381	0.915449	0.987442	0.983611
425	15|47|55|103	15|103	47|55	32|128|123|1|5|58|142|113|107|63|75|7|117|71|129|120|109|110|48|31	0.226242	0.333333	0.966783	0.915736	0.985713	0.978071
426	15|71|125|126	15|125	71|126	1|40|53|123|106|141|5|142|73|119|108|132|81|11|82|3|110|31|96|70	0.232302	0.333333	0.984453	0.955687	0.99413	0.99137
427	47|48|54|55	47|48	54|55	28|32|1|123|142|130|113|134|7|139|104|107|82|71|3|129|31|109|126|70	0.234298	0.333333	0.97288	0.92982	0.989726	0.987803
428	54|70|96|126	54|96	70|126	32|0|53|28|142|45|141|106|108|107|49|22|81|127|42|33|48|110|55|15	0.236217	0.333333	0.911004	0.859174	0.958848	0.957548
429	54|55|96|126	54|126	55|96	53|40|128|32|45|58|130|141|75|63|121|107|82|3|120|35|109|48|31|15	0.229039	0.333333	0.969448	0.919543	0.98722	0.987153
430	15|71|96|125	15|96	71|125	95|114|0|105|142|45|4|106|75|73|63|88|81|3|82|11|109|31|55|47	0.224862	0.333333	0.992661	0.979019	0.997472	0.996742
431	35|47|110|126	35|47	110|126	123|128|0|28|45|130|4|113|75|73|108|132|3|129|71|81|70|54|15|31	0.246719	0.333333	0.968269	0.923057	0.986862	0.98662
432	47|70|125|126	47|126	70|125	0|1|123|40|142|136|130|5|75|7|73|119|81|3|82|129|31|96|109|55	0.21509	0.333333	0.964521	0.911765	0.986529	0.980095
433	31|48|54|110	31|54	48|110	114|123|28|83|45|106|134|130|75|139|7|88|82|11|129|81|126|109|55|96	0.233079	0.333333	0.982966	0.954808	0.99385	0.99215
434	15|35|54|103	15|35	54|103	1|0|53|128|45|113|130|142|132|108|73|7|71|82|11|129|96|109|110|55	0.257584	0.333333	0.987461	0.966477	0.995219	0.993895
435	48|54|96|110	48|54	96|110	0|105|116|138|113|143|12|106|73|75|139|108|82|11|42|71|126|15|31|109	0.241058	0.333333	0.97895	0.947109	0.992265	0.991895
436	35|54|70|96	35|54	70|96	116|95|28|40|134|136|106|141|75|104|108|119|81|11|3|71|126|31|103|47	0.244211	0.333333	0.986173	0.964384	0.994876	0.994501
437	15|35|47|71	15|35	47|71	40|105|123|1|141|142|45|12|132|73|108|88|3|82|129|81|96|110|70|54	0.253049	0.333333	0.978281	0.941708	0.992367	0.988208
438	15|70|103|110	15|70	103|110	32|0|1|123|77|58|45|136|119|22|108|7|42|11|120|129|109|125|31|47	0.249309	0.333333	0.985825	0.962828	0.994079	0.993969
439	31|35|54|70	31|54	35|70	123|138|1|83|130|106|134|141|73|139|108|63|82|11|129|81|126|110|15|55	0.244569	0.333333	0.95657	0.915579	0.983143	0.981649
440	48|54|109|126	48|54	109|126	32|40|123|1|106|143|12|45|73|119|108|63|129|3|71|42|55|70|31|15	0.243132	0.333333	0.972968	0.93409	0.988916	0.988819
441	15|31|54|70	15|31	54|70	105|123|138|95|130|141|77|58|75|121|22|63|117|127|21|33|109|96|125|48	0.235294	0.333333	0.963503	0.914153	0.983808	0.981011
442	31|47|96|109	31|47	96|109	83|116|0|128|77|4|106|12|22|73|132|108|120|35|11|71|54|103|125|126	0.217616	0.333333	0.977167	0.937683	0.992017	0.988493
443	48|71|109|126	48|71	109|126	123|40|28|1|141|142|106|136|73|75|88|132|11|3|42|81|96|47|110|31	0.23626	0.333333	0.986648	0.963876	0.994665	0.992206
444	35|54|103|109	35|54	103|109	0|40|123|28|12|136|45|143|75|107|88|108|42|3|81|11|55|15|110|31	0.249897	0.333333	0.964011	0.922517	0.985254	0.983104
445	15|31|109|125	15|31	109|125	1|114|53|116|4|130|12|45|88|63|7|132|71|129|3|11|110|96|103|54	0.229123	0.333333	0.989585	0.970088	0.99558	0.994867
446	47|48|103|110	47|48	103|110	32|128|28|40|4|106|45|12|119|75|132|73|82|11|129|71|54|70|109|31	0.230844	0.333333	0.971064	0.928552	0.989724	0.9861
447	47|70|96|103	47|96	70|103	28|32|128|0|136|142|58|4|63|49|119|108|35|79|33|81|31|55|15|125	0.213201	0.333333	0.944494	0.884008	0.978177	0.971598
448	15|47|70|96	15|47	70|96	0|116|114|40|5|141|130|77|75|49|107|119|35|81|21|120|54|110|48|126	0.238968	0.333333	0.968788	0.923922	0.987921	0.985911
449	15|48|55|103	15|103	48|55	32|53|40|0|141|136|45|5|132|107|63|119|71|42|82|3|54|109|31|110	0.240839	0.333333	0.977134	0.944494	0.98978	0.987381
450	15|48|103|109	15|48	103|109	123|40|0|1|12|4|45|136|119|75|7|132|3|11|42|71|31|55|47|96	0.240743	0.333333	0.990302	0.974329	0.99599	0.995528
451	31|35|54|126	31|35	54|126	28|0|123|128|141|106|12|130|108|107|88|7|82|129|3|42|109|47|110|55	0.236879	0.333333	0.983928	0.959377	0.993443	0.991601
452	54|55|109|110	54|55	109|110	1|105|40|114|136|134|130|45|22|104|75|119|33|127|21|120|103|15|126|125	0.236294	0.333333	0.955265	0.899781	0.980894	0.976789
453	31|70|109|125	31|70	109|125	114|0|53|138|45|12|136|141|88|104|73|139|42|71|81|11|96|47|126|55	0.208732	0.333333	0.988202	0.967531	0.995785	0.995175
454	15|103|109|110	15|103	109|110	128|123|32|0|143|12|77|4|73|49|107|132|81|3|11|127|96|48|70|54	0.244385	0.333333	0.986757	0.962248	0.994535	0.993458
455	48|54|71|110	48|54	71|110	28|32|83|123|106|12|136|45|107|108|73|119|82|42|129|81|126|55|109|96	0.259606	0.333333	0.981924	0.951797	0.993438	0.993288
456	15|31|103|125	15|125	31|103	128|32|0|53|142|4|45|136|63|75|132|107|3|81|42|11|110|54|109|47	0.219088	0.333333	0.990193	0.974398	0.995989	0.994581
457	15|47|48|109	15|47	48|109	114|95|53|1|106|141|143|136|119|7|132|63|3|129|71|81|54|103|31|55	0.240501	0.333333	0.975918	0.935716	0.991275	0.987952
458	15|109|110|126	15|109	110|126	0|40|123|128|136|130|5|143|22|107|108|7|129|42|3|35|31|48|96|54	0.257545	0.333333	0.980052	0.944429	0.991723	0.98777
459	54|103|109|110	54|103	109|110	128|0|123|1|58|77|143|106|121|7|73|88|71|3|129|35|125|48|47|55	0.236628	0.333333	0.977055	0.943423	0.990347	0.989055
460	47|103|109|125	47|103	109|125	0|32|123|28|12|141|143|106|107|63|7|119|3|71|11|81|55|110|96|70	0.217558	0.333333	0.975856	0.936113	0.990556	0.986335
461	96|103|110|125	96|103	110|125	32|128|40|0|45|113|12|5|75|73|107|119|11|42|3|81|31|55|15|47	0.211165	0.333333	0.985888	0.961061	0.993987	0.993005
462	31|47|70|103	31|47	70|103	0|123|53|28|141|5|136|58|108|73|107|22|11|129|82|117|15|109|48|54	0.231423	0.333333	0.966872	0.920719	0.987768	0.984124
463	15|35|54|110	15|35	54|110	138|40|128|83|134|113|136|45|75|73|104|107|71|82|11|129|96|103|47|70	0.256542	0.333333	0.988285	0.967518	0.995356	0.993963
464	15|54|71|126	15|54	71|126	53|1|0|123|141|143|136|58|63|121|107|22|79|129|82|127|48|31|70|47	0.248571	0.333333	0.983649	0.953931	0.993385	0.993
465	54|96|103|125	54|125	96|103	128|0|53|28|136|130|142|106|132|108|63|88|11|42|82|81|109|110|55|70	0.219597	0.333333	0.982813	0.956953	0.994055	0.993117
466	15|54|70|125	15|54	70|125	105|83|128|1|143|12|45|106|139|63|107|119|129|3|81|11|109|110|103|31	0.237984	0.333333	0.97824	0.945007	0.991317	0.990123
467	47|71|110|126	47|71	110|126	123|0|28|40|113|136|143|106|88|49|119|108|81|127|117|11|48|55|15|54	0.24202	0.333333	0.962256	0.908709	0.985054	0.98468
468	47|55|96|103	47|55	96|103	128|28|53|0|58|4|136|142|132|49|7|63|79|71|127|82|48|110|109|54	0.207519	0.25	0.961097	0.903167	0.983842	0.976536
469	15|31|55|125	15|125	31|55	114|32|128|105|5|106|113|130|104|107|63|139|71|3|82|129|109|70|96|54	0.220376	0.333333	0.981114	0.951903	0.992406	0.989424
470	15|71|110|126	15|71	110|126	0|40|32|1|4|113|58|12|107|119|22|75|81|120|21|33|47|96|55|54	0.247492	0.333333	0.982506	0.951369	0.993146	0.98869
471	15|70|110|125	15|70	110|125	128|1|114|116|134|136|143|106|119|104|107|7|129|71|42|11|54|103|47|55	0.233529	0.333333	0.987396	0.97076	0.994752	0.993151
472	35|47|71|96	35|47	71|96	28|40|32|114|5|134|141|113|75|132|73|119|3|82|81|11|103|54|70|109	0.240688	0.333333	0.978448	0.940602	0.992228	0.988792
473	15|55|71|126	15|55	71|126	0|123|1|32|58|142|113|141|121|22|75|107|82|35|42|79|96|109|110|47	0.242845	0.333333	0.976208	0.942589	0.989496	0.987819
