candidate_universe,candidate_method,heldout_tissues,null,candidate_metric,null_metric,value,midrank_percentile
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,max_wup,max_wup,0.25,0.018173
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,row_overlap,row_overlap,0.984102026555,0.7305505
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,unique_overlap,unique_overlap,0.958085528179,0.7394
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,lookup_micro_f1,f1,0.993282039295,0.705124
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,role_A_lookup_f1,role_min_f1,0.9958465311127005,0.9712685
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,role_B_lookup_f1,role_max_f1,0.9909699528116126,0.2540205
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,training_node_total,train_nodes,42350.0,0.8522655
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,training_edge_total,train_edges,575499.0,0.78144
actual_external,released_graphsage_split,heart|kidney|lung|midbrain,all144_uniform,mean_wup,mean_wup,0.2814285714285714,0.604037
actual_external,released_graphsage_split,heart|kidney|lung|midbrain,all144_uniform,max_wup,max_wup,0.8,0.321722
actual_external,released_graphsage_split,heart|kidney|lung|midbrain,all144_uniform,row_overlap,row_overlap,0.9887855125436119,0.607573
actual_external,released_graphsage_split,heart|kidney|lung|midbrain,all144_uniform,unique_overlap,unique_overlap,0.9720184732409671,0.653632
actual_external,released_graphsage_split,heart|kidney|lung|midbrain,all144_uniform,lookup_micro_f1,f1,0.9953074230570779,0.5795425
